run_label,display_name,status,architecture_name,augmentation_name,image_size,epochs,learning_rate,batch_size,best_epoch,best_val_accuracy,best_val_loss,test_accuracy,test_loss,precision,recall,f1_score,macro_f1,weighted_f1,total_training_seconds,max_memory_allocated_mb,run_dir,error_message
A1_resnet18,A1: ResNet-18,ok,resnet18,current,224,20,0.001,32,20,0.9322115384615385,0.16507037740487318,0.9317417080596059,0.1637020405513834,0.9354735152487962,0.9283211213762345,0.9318835944995203,0.9317414118933054,0.9317422548281605,5330.546264854,620.6640625,cascade_resnet_experiments/exp1_architecture/A1_resnet18,
A2_resnet34,A2: ResNet-34,ok,resnet34,current,224,20,0.001,32,17,0.9253205128205129,0.18758497219055126,0.917801634353469,0.205333221378454,0.8859494415049971,0.9601784007645747,0.9215716251337716,0.9176112628277846,0.9176347419826191,5288.790501616,1000.79833984375,cascade_resnet_experiments/exp1_architecture/A2_resnet34,
