run_label,display_name,status,architecture_name,augmentation_name,image_size,epochs,learning_rate,batch_size,best_epoch,best_val_accuracy,best_val_loss,test_accuracy,test_loss,precision,recall,f1_score,macro_f1,weighted_f1,total_training_seconds,max_memory_allocated_mb,run_dir,error_message
B1_no_augmentation,B1: No augmentation,ok,resnet18,none,224,20,0.001,32,18,0.9605769230769231,0.10854923425194545,0.9636276237782406,0.10105553234138992,0.9702842377260982,0.9569926728257406,0.9635926222935044,0.9636275901606789,0.9636273828523813,3501.367695204,620.6640625,cascade_resnet_experiments/exp2_augmentation/B1_no_augmentation,
B2_current_augmentation,B2: Current augmentation,ok,resnet18,current,224,20,0.001,32,20,0.9322115384615385,0.16507037740487318,0.9317417080596059,0.1637020405513834,0.9354735152487962,0.9283211213762345,0.9318835944995203,0.9317414118933054,0.9317422548281605,5181.374778714,663.68701171875,cascade_resnet_experiments/exp2_augmentation/B2_current_augmentation,
